               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.018335,           0.0045887,          4.7101e-05,             0.99934,              0.9998,             0.99496,             0.83432,            0.014773,           0.0035051,          1.9887e-05,            0.070002,           0.0033331,           0.0033331
                   1,            0.018439,           0.0045998,          4.8868e-05,             0.99942,             0.99981,             0.99497,             0.83547,            0.014718,           0.0034944,          1.8794e-05,            0.036702,           0.0033665,           0.0033665
