               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.018485,           0.0046217,          4.3446e-05,             0.99885,             0.99972,             0.99494,             0.82994,             0.01488,           0.0035283,           2.014e-05,            0.070002,           0.0033331,           0.0033331
                   1,            0.018736,            0.004665,          5.5662e-05,             0.99894,             0.99968,             0.99495,             0.83242,            0.014825,           0.0035183,          1.9337e-05,            0.036702,           0.0033665,           0.0033665
