               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.018554,           0.0046414,          5.3078e-05,             0.99888,             0.99957,             0.99495,             0.82976,            0.014885,           0.0035305,          2.1692e-05,            0.070002,           0.0033331,           0.0033331
